"SalePrice","LotArea","YearBuilt","BedroomAbvGr","GarageCars","YrSold"
119000,8155,1930,4,0,2008
140000,10930,1945,3,1,2008
228500,11287,1989,3,2,2007
40000,8500,1920,3,1,2008
250000,11029,1968,4,2,2006
110000,7677,1953,2,1,2008
440000,14977,2006,2,3,2007
118500,8480,1947,2,1,2008
156500,9662,1977,6,2,2006
194500,9453,1993,3,2,2010
160000,2160,1999,2,2,2008
113722,7007,1979,4,2,2009
312500,8413,1998,3,2,2007
257500,14442,1957,3,2,2007
172000,12700,1964,3,2,2006
155835,11103,2006,3,2,2007
132000,7800,1954,2,1,2010
163000,8480,1993,3,2,2008
137000,1488,1980,2,2,2009
193000,13339,1960,3,2,2009
212000,10769,2007,3,2,2009
149000,7200,1931,3,1,2008
140000,9900,1961,3,2,2008
402000,46589,1994,4,3,2009
180000,8049,1990,2,2,2006
124500,3600,1930,3,1,2007
143000,10496,1949,3,1,2007
152000,7400,1984,2,2,2008
85000,6410,1959,3,1,2009
221800,10324,2008,2,3,2009
73000,1470,1970,1,0,2006
129250,7150,1966,3,1,2007
165000,2651,2000,3,2,2006
135000,6993,1961,3,1,2006
290000,10120,1994,4,3,2006
129900,9600,1950,3,1,2009
115000,8960,1927,2,2,2010
395192,10159,2009,3,3,2010
230000,8125,2002,3,3,2006
87500,9600,1910,3,2,2009
190000,10186,1992,3,2,2010
209000,9116,2001,3,2,2006
109008,8593,1957,3,1,2008
146500,13110,1972,2,2,2006
300000,19522,1990,3,2,2007
192000,19508,1974,3,2,2008
131500,12150,1954,4,1,2008
136000,10773,1967,4,0,2010
275500,10130,2007,3,3,2009
128000,4928,1976,2,2,2007
265000,10208,1996,3,3,2009
210250,3087,2006,2,2,2006
218000,10768,1976,3,2,2007
149350,8544,1966,3,1,2008
168000,7290,1921,2,1,2008
87000,9600,1900,4,3,2006
109900,17808,1946,2,1,2007
236500,26073,1956,3,2,2008
141000,12493,1960,3,1,2008
79000,9600,1924,2,0,2008
140000,6221,1941,3,2,2007
232000,8688,2005,3,3,2006
113000,1890,1973,3,1,2007
135000,9246,1973,4,2,2008
116500,1879,1980,2,2,2008
173000,9947,1990,3,2,2009
155000,2500,1915,4,1,2009
124000,18600,1938,4,1,2010
121000,8854,1916,2,1,2009
188000,9297,1976,4,2,2006
140000,10759,1972,4,2,2008
148000,11235,1963,3,2,2006
174900,9020,1966,3,2,2008
284000,10625,2003,3,3,2008
131500,4435,2003,1,2,2007
316000,10574,2004,4,3,2008
300000,4765,2000,2,2,2008
137500,10012,1972,3,2,2008
219210,14054,2006,4,3,2006
108000,8777,1949,2,2,2009
148000,8760,1959,3,1,2010
85000,7030,1925,2,1,2006
203000,10739,2002,3,2,2009
160000,8400,1900,3,1,2009
200000,13450,2002,3,2,2006
272000,11423,2001,3,2,2010
143000,8012,1980,2,1,2010
128000,7830,1970,2,2,2009
119900,7800,1965,3,1,2006
215000,21579,1968,3,2,2007
274970,19690,1966,4,2,2006
143000,8510,1971,3,1,2009
89500,7920,1920,3,0,2008
287602,12104,2006,4,3,2006
64000,3500,1945,2,0,2007
117500,9100,1965,2,1,2009
212999,8760,2006,3,2,2007
155000,10800,1940,3,2,2008
132500,7758,1962,3,1,2007
210000,8750,1997,3,2,2009
121000,11388,1910,3,1,2006
130000,3701,1987,2,2,2006
120500,6900,1940,2,1,2008
376162,12858,2009,3,3,2010
197000,8125,2006,3,2,2006
117000,7200,1972,3,2,2007
137000,13526,1965,3,1,2006
80000,1477,1970,1,1,2009
241500,4084,1986,2,2,2008
182000,11639,2007,3,2,2008
67000,8967,1920,2,1,2007
158000,9350,1964,3,1,2007
133000,12144,1949,3,1,2009
223500,21384,1923,3,2,2009
147000,2308,1974,3,2,2009
140000,12155,1925,4,1,2008
190000,11952,1977,3,2,2007
239000,11923,2007,2,2,2009
149500,12160,1953,2,2,2009
196500,10421,1988,3,2,2010
128500,2104,1976,2,1,2009
204000,7500,1999,5,2,2007
102000,7288,1942,2,1,2006
169000,15410,1974,3,2,2010
150000,7711,1977,4,0,2007
62500,3000,1922,4,0,2009
154204,18160,1964,3,2,2007
185000,7980,1992,3,2,2010
300000,9545,2000,3,3,2006
144500,8562,1957,4,1,2010
284000,10845,2003,2,3,2008
240000,10800,1974,4,2,2008
221000,12803,2002,3,2,2008
415000,19800,1935,5,2,2006
235000,19950,1928,4,3,2006
124000,9000,1880,3,1,2006
100000,10260,1976,4,2,2008
213490,3013,2005,2,2,2006
221000,7180,2001,3,2,2006
322400,11825,2006,3,3,2007
201000,11166,2001,3,2,2009
139000,5362,1910,3,2,2007
120000,11767,1950,3,1,2009
327000,12720,2000,4,3,2009
149900,11027,1954,2,2,2006
147000,9986,2006,2,3,2007
149900,12887,1984,2,2,2010
210000,9000,2008,3,2,2009
128000,6155,1920,3,2,2008
133000,47280,1950,3,2,2008
93000,8335,1954,3,0,2006
255000,13501,2006,3,3,2007
248328,9849,2007,3,3,2007
89500,9000,1945,3,2,2007
178000,7837,1993,3,2,2009
119900,7200,1972,3,1,2006
130000,9600,1920,4,2,2008
377426,14157,2005,3,3,2007
162000,10274,1986,3,2,2009
300000,13975,2005,4,3,2006
248500,9370,1992,3,2,2006
187500,13758,1990,3,2,2007
112900,7584,1953,3,1,2008
277500,18275,1962,3,2,2006
315500,12898,2007,2,3,2009
263000,11762,1992,4,2,2007
122000,10356,1975,3,2,2007
189000,4671,1988,2,2,2008
186500,10261,2000,3,2,2008
115000,7800,1964,2,1,2006
173000,15038,1996,3,2,2008
122500,1920,1971,2,2,2007
105000,7898,1920,2,2,2010
172500,13650,1958,4,2,2006
185000,11717,1970,2,2,2009
208900,13125,1997,3,2,2008
103000,10134,1910,3,0,2009
179900,9350,1965,3,2,2008
98000,8405,1945,4,1,2009
179000,8123,2000,3,2,2009
129000,7791,1963,3,1,2009
193500,8125,1994,3,2,2008
247000,10037,2006,3,2,2008
253000,9675,2005,3,2,2009
149500,9240,1959,3,1,2009
385000,50271,1981,0,3,2006
184000,7472,1972,4,2,2007
387000,15401,2004,2,3,2008
128600,8078,1958,4,2,2007
144000,12968,1962,2,1,2008
136900,9525,1954,4,1,2006
171000,9600,1971,4,2,2010
141500,6120,1936,3,2,2009
131000,21370,1950,3,2,2006
132000,9600,1910,2,2,2007
219990,3940,2004,2,3,2008
201000,8462,1994,3,2,2007
237000,11645,2005,3,3,2009
128950,9320,1959,3,0,2010
149000,10800,1939,4,2,2009
64500,4761,1918,2,0,2006
146000,7000,1961,3,1,2006
199500,12320,1932,3,3,2006
155000,12400,1958,3,1,2009
185000,11900,1977,3,2,2009
143750,4435,2003,1,2,2010
500000,14300,2003,3,3,2010
206900,11075,1969,4,2,2008
213000,9750,2000,3,2,2009
149900,8014,1978,3,2,2009
72500,6627,1949,2,1,2008
339750,10800,2007,3,3,2008
189900,13830,1997,3,2,2010
129500,2665,1976,4,1,2008
222000,13006,1997,4,2,2006
116000,8450,1968,3,1,2006
155000,2448,2003,2,2,2008
231500,15426,1997,3,2,2009
139000,7560,1958,3,1,2009
194700,7577,2005,2,2,2007
172000,9927,1976,2,2,2006
88000,8125,1971,3,0,2006
96500,10594,1926,2,1,2007
153900,7892,1993,2,2,2008
318750,14694,1977,2,2,2009
175500,2628,2003,2,2,2010
140000,16269,1978,3,1,2009
120000,6000,1948,2,1,2007
143900,13673,1962,3,1,2007
233500,16698,1992,3,2,2009
245000,10206,2007,3,3,2008
172900,2280,1999,3,2,2008
214000,3760,1980,1,2,2006
144000,9600,1955,2,1,2007
162000,4500,1998,2,2,2009
124500,8120,1970,3,2,2009
146500,10858,1952,2,1,2006
91500,1680,1971,3,0,2006
210000,13175,1978,3,2,2010
132500,7931,1959,3,1,2009
146000,2280,1978,3,2,2010
180000,21453,1969,1,2,2006
270000,10603,2006,3,3,2009
336820,15218,2006,2,3,2006
177500,7500,1942,3,1,2009
164700,4251,2006,2,2,2007
163500,8800,1966,3,2,2007
203000,10141,2004,3,3,2009
325624,10562,2007,3,3,2007
239000,16560,1932,4,2,2006
270000,11980,1987,1,2,2010
82500,12342,1940,1,2,2009
235000,13728,1935,4,2,2008
124400,9759,1966,3,1,2006
107500,7200,1955,2,1,2010
318000,12030,2007,3,3,2007
256000,14695,1966,2,2,2009
195800,8400,2005,3,2,2006
123500,6120,1923,4,2,2008
195000,4217,2008,1,2,2009
187000,9487,2000,3,2,2007
144000,9180,1983,2,2,2007
158000,16779,1920,4,2,2007
197600,9724,1952,3,2,2010
104500,2665,1977,3,1,2006
128250,8674,1950,3,1,2007
131900,7689,1972,2,1,2009
164000,4500,1998,2,2,2006
140750,10560,1922,2,2,2010
182000,8453,1995,3,2,2008
187500,8702,1997,3,2,2008
107500,6600,1892,4,1,2009
153000,9350,1961,3,2,2009
100000,8239,1920,3,1,2010
125500,5436,1922,3,1,2010
185900,8800,1965,3,1,2006
158000,11553,1968,3,1,2006
379000,12151,2005,3,3,2008
204900,8990,2006,2,2,2006
196500,11645,2004,3,2,2006
119000,8917,1967,4,2,2006
336860,10110,2008,2,3,2008
170000,10192,1968,4,2,2006
164000,7128,1941,4,1,2007
136000,9464,1958,3,1,2008
164000,12134,1988,4,2,2010
126500,10172,1968,3,1,2006
171500,7703,1992,3,2,2009
109500,9022,1924,2,1,2009
139900,6451,1900,4,2,2006
202500,11737,1924,2,1,2006
91900,6931,1955,2,0,2008
410000,13438,2008,3,3,2009
356383,12292,2006,4,3,2006
105000,9060,1939,2,1,2009
160250,7424,1978,3,2,2010
216000,17541,1948,3,2,2007
310013,12217,2007,3,3,2007
129500,9100,1962,3,2,2006
228000,16669,1981,2,2,2006
147000,8402,2007,3,0,2007
125000,9280,1951,4,1,2007
450000,15431,2005,2,3,2007
111750,1680,1972,3,1,2008
175900,3635,2007,1,3,2009
152000,11070,1991,2,2,2009
84500,17217,2006,3,0,2006
176000,19296,1962,3,2,2009
180000,10335,1968,3,2,2006
153000,11332,1960,3,1,2008
372500,11025,1993,4,2,2008
125000,10880,1950,3,1,2008
96900,7614,1905,2,1,2006
91000,6292,1930,2,1,2008
200100,7588,1920,4,1,2006
147000,12000,1948,2,2,2008
274300,9750,1998,3,2,2006
119500,6951,1984,3,1,2008
242000,11275,1967,5,2,2010
319500,9709,2007,3,3,2007
375000,215245,1965,3,2,2009
128000,6430,1945,3,1,2006
144000,4435,2003,1,2,2009
139000,8176,1958,3,1,2007
120000,7535,1958,2,1,2007
175000,7200,1937,3,1,2007
152000,2544,2005,2,2,2010
220000,10041,1992,3,2,2006
127000,7438,1908,3,2,2006
320000,12376,1990,5,3,2010
147110,2403,2003,2,2,2010
149900,8385,1977,3,1,2008
223500,11250,2001,3,2,2008
192000,11339,1979,4,2,2007
197900,17871,1967,3,2,2009
193500,13000,1968,4,1,2009
395000,14226,2006,3,3,2007
200141,11175,2007,3,2,2007
146500,6821,1921,2,1,2007
125000,2368,1970,3,2,2009
142000,6768,1961,3,1,2008
244000,4054,1987,2,2,2007
142500,2304,1978,2,1,2007
108000,8978,1968,3,1,2007
205000,13704,2001,3,3,2006
196000,5381,2005,1,2,2009
124500,8314,1982,2,1,2007
138000,7111,1928,2,1,2008
158450,11235,1964,2,2,2007
190000,9313,2004,3,2,2009
149000,4899,1920,3,1,2006
187500,10573,1961,3,2,2009
298236,10672,2006,4,3,2006
164500,11777,1966,3,2,2006
260000,8847,2005,3,2,2007
127000,7480,1972,3,2,2010
212000,5118,1990,1,2,2007
188000,8924,1998,3,2,2008
136500,7223,1926,3,1,2007
187000,9760,1964,3,2,2007
190000,3874,1980,1,2,2006
261329,10440,2007,2,2,2007
153000,8532,1954,3,2,2009
326000,16033,2004,3,3,2006
68000,10914,1929,2,2,2006
280000,70761,1975,2,2,2006
119000,7200,1950,3,1,2007
190000,8433,2000,3,2,2009
176000,3230,1999,2,2,2007
179540,9018,2007,3,2,2007
108538,10725,1959,3,1,2010
110000,9260,1938,3,1,2008
137000,9639,1900,4,2,2007
82375,10320,1915,3,0,2008
584500,17242,1993,4,3,2006
257000,15600,1950,4,1,2006
125000,10230,1925,3,1,2009
210400,9000,2006,3,2,2007
183900,3735,1999,3,2,2006
76500,9045,1910,4,0,2010
193000,8012,1993,2,2,2008
154000,11000,1966,3,2,2009
125000,8172,1955,2,1,2007
142000,11556,1953,3,1,2007
139900,6000,1948,3,1,2010
239000,5306,1987,2,2,2006
257500,10452,1941,4,1,2010
103600,6629,1925,3,1,2009
97000,10500,1971,2,2,2009
136300,10600,1964,3,2,2010
149500,8094,1915,4,2,2010
152000,12464,1996,3,2,2009
196000,33983,1977,3,2,2007
191000,9382,1999,3,2,2008
203000,12216,2005,3,2,2007
479069,13891,2007,3,3,2007
342000,13069,2004,5,3,2007
140000,8400,1940,2,1,2006
119916,6360,1963,3,1,2008
178900,8000,1974,4,2,2007
178000,9056,2004,3,2,2006
185000,9649,1999,3,2,2007
134900,6950,1979,2,2,2009
206300,7060,1997,2,4,2008
180500,6718,2001,2,2,2007
135000,9482,1958,4,2,2009
105000,11622,1961,2,1,2010
179400,8145,2007,3,2,2007
150000,6406,1939,3,2,2009
349265,12328,2005,4,3,2007
118000,11426,1910,3,0,2008
214000,9468,1999,3,2,2006
151000,8471,1977,3,2,2006
130000,8525,1911,4,0,2008
279700,9466,1994,1,2,2007
155000,13695,2003,3,2,2008
137500,2522,2004,3,2,2006
170000,3696,1986,2,2,2007
133900,7200,1910,4,2,2007
105000,5400,1920,2,1,2009
138000,8000,1959,3,1,2009
86900,5400,1940,2,1,2008
174000,9802,2006,3,2,2010
145500,7626,1952,2,1,2009
226001,8696,1997,3,2,2008
193000,9627,2007,3,2,2008
37900,5925,1910,2,0,2009
136870,7590,1963,3,1,2008
269790,9920,1996,3,2,2007
165000,4500,1999,2,2,2009
114500,6240,1934,3,2,2006
149000,6240,1928,3,1,2006
295000,18386,1880,3,3,2008
245000,20270,1979,3,2,2008
185000,21780,1918,4,2,2008
75200,3672,1922,2,1,2007
176000,7024,2005,2,2,2008
101000,7200,1920,3,1,2007
115000,10480,1936,3,1,2008
143250,10530,1971,3,2,2007
145000,9144,1940,3,1,2008
140000,9550,1915,3,3,2006
139000,9060,1957,4,1,2006
182900,12546,1981,3,2,2007
426000,12474,2007,3,3,2008
139500,4235,1984,2,1,2009
119500,8600,1937,3,1,2006
94900,1596,1973,1,1,2008
160000,10800,1900,3,2,2006
142500,13350,1974,3,2,2006
87500,8544,1949,2,2,2006
132500,8480,1963,2,2,2007
280000,7841,2005,2,2,2007
290000,16280,1976,3,2,2008
132500,7728,1962,3,2,2006
460000,12539,2005,4,4,2008
142000,13072,2004,3,0,2009
106000,2016,1970,3,2,2007
119900,16133,1969,2,1,2006
142000,9600,1968,3,2,2006
162000,7750,2003,3,2,2007
120000,9100,1960,3,1,2007
155000,3215,2004,2,2,2010
235000,18559,1978,3,2,2008
275000,15676,1980,2,3,2009
222000,9930,2002,3,2,2006
254750,12334,2003,4,2,2009
144500,4438,2004,1,2,2008
151500,12772,1960,2,1,2007
181000,4060,1998,2,2,2008
55000,5600,1930,3,0,2010
136000,9000,1974,4,0,2009
203000,11883,1996,3,2,2009
76500,7038,1970,3,2,2009
164990,8767,2005,3,2,2006
180000,11361,1976,3,2,2008
107000,10320,1924,3,2,2006
85000,8777,1910,2,0,2008
155000,6300,1910,5,2,2006
316500,14463,2008,3,3,2009
228950,164660,1965,3,2,2008
235000,9100,2000,3,2,2006
200000,22002,1959,3,2,2007
190000,5271,1986,2,2,2006
270000,11354,2000,3,2,2007
239900,10560,1993,3,2,2009
165500,11950,2003,3,2,2007
252000,12447,2005,3,2,2006
260000,9085,1995,3,2,2009
165000,15584,1956,4,1,2009
143450,11700,1968,3,2,2007
109500,6120,1923,2,1,2010
140000,3675,2005,2,2,2007
120000,9060,1957,3,1,2007
130000,43500,1953,2,4,2007
212109,10411,2007,3,2,2007
184000,11088,1978,3,2,2009
438780,13682,2006,3,3,2006
100000,7150,1967,3,1,2009
250000,11428,2006,3,3,2007
158000,10448,1972,3,2,2009
178000,9600,1925,3,2,2006
161900,7804,1930,4,2,2008
165000,3180,2005,2,2,2008
160500,7200,1976,3,2,2008
91000,9786,1922,3,1,2006
136000,8520,1916,5,1,2007
115000,8450,1968,3,1,2008
79900,5586,1920,4,0,2008
226000,14200,1966,4,2,2006
221000,16770,1998,4,2,2010
143500,8197,1977,3,2,2007
324000,10846,1993,1,2,2008
214000,8755,1999,3,2,2009
278000,9600,1981,4,2,2009
100000,6060,1939,3,1,2007
179000,10800,1987,3,0,2009
174000,10331,1985,3,2,2007
154400,9350,1946,3,1,2009
219500,6240,2006,2,2,2008
140000,4435,2003,1,2,2009
136000,10475,1991,3,2,2010
158900,12000,1968,3,2,2006
229000,13837,1988,4,3,2006
215000,20544,1986,3,2,2008
105500,7227,1954,2,2,2008
230000,5001,2007,2,2,2009
269500,11855,2000,6,4,2009
240000,14859,2006,3,3,2006
192000,9042,1998,3,2,2008
135000,9000,1900,2,2,2007
140000,10300,1921,3,2,2010
132000,8064,1948,3,1,2010
150000,12890,1989,3,2,2008
217000,13426,1999,3,2,2006
350000,10019,1995,4,3,2006
135000,3378,1946,3,1,2009
82000,6040,1955,2,0,2008
230348,7500,2007,2,2,2008
120000,7332,1959,2,1,2006
220000,14450,1979,3,2,2008
305000,12244,2003,4,3,2008
135000,11606,1969,5,2,2007
148000,8750,1975,3,1,2007
120000,2280,1975,2,1,2010
137000,8740,1982,2,2,2009
79900,5825,1926,1,2,2006
218836,11058,2007,3,3,2008
185000,14175,1956,1,2,2008
120000,9675,1975,3,2,2007
127500,7200,1925,2,2,2008
159500,8910,1959,3,2,2006
229000,11060,2003,3,2,2006
122000,10120,1910,4,1,2007
308030,17485,2009,1,2,2010
129000,8724,1968,3,2,2007
190000,8773,2002,2,2,2006
118000,8125,1959,3,1,2009
180000,7875,2003,3,2,2006
78000,6756,1910,2,1,2008
359100,12168,1934,4,2,2007
150000,11375,1954,3,2,2007
164900,14559,1951,2,1,2009
231000,7609,1925,3,1,2008
51689,12366,1945,2,0,2006
94000,7200,1951,2,2,2008
124000,8280,1950,2,1,2007
123000,7150,1962,3,1,2009
225000,7800,1948,3,1,2006
122500,11340,1885,4,2,2010
146000,7500,2006,3,0,2007
86000,1526,1970,1,1,2009
209000,12128,1989,4,2,2006
108500,4484,1942,2,1,2007
161000,9600,1961,3,2,2006
191000,3182,2005,2,2,2008
188500,7795,2004,3,2,2009
214500,11888,1916,5,2,2009
135000,11000,1976,3,2,2007
170000,10625,1974,3,2,2010
248500,6472,2008,2,2,2009
205000,7500,2002,3,2,2008
165600,7685,1993,3,2,2006
137500,14375,1958,3,2,2009
145500,10007,1959,3,1,2008
201490,9171,2004,3,2,2006
167000,9399,1919,4,1,2006
135900,5687,1912,6,0,2008
345000,11924,2005,4,3,2006
139000,8816,1963,3,2,2009
314813,11694,2007,3,3,2007
76500,5350,1940,3,0,2010
153500,8660,1976,3,2,2007
141000,4426,2004,1,2,2008
75500,1491,1972,1,0,2010
185000,9840,1959,2,1,2008
174000,12589,2005,3,2,2009
110000,8308,1963,2,2,2007
155000,41600,1969,3,3,2007
176000,7750,2002,3,2,2008
207500,8791,2003,3,2,2008
122250,7308,1920,2,1,2008
133900,7200,1972,2,1,2009
1358,5100,1925,3,1,2008
2368,1890,1972,3,1,2006
2823,7162,2003,3,2,2006
2127,8070,1994,3,0,2007
1545,7000,1926,2,1,2008
2416,11660,2006,3,2,2006
2228,3907,1988,1,2,2007
411,2280,1976,3,2,2009
762,4280,1946,2,1,2009
437,23303,2007,5,3,2009
2345,16659,1977,3,2,2006
2158,17227,1999,1,2,2007
2286,1504,1972,3,1,2007
1196,11072,1965,6,2,2008
651,10615,1900,3,2,2009
2717,7176,1978,3,2,2006
1895,11382,1964,3,1,2007
1134,12774,2003,3,2,2008
1594,4224,1975,3,2,2008
125,8800,1963,3,2,2010
252,10402,2009,3,3,2010
1394,13825,1958,3,1,2008
846,8750,1998,3,2,2009
2780,14006,2002,3,2,2006
355,10141,1998,3,2,2009
1033,14311,1996,4,3,2008
2276,12633,2006,3,3,2007
1081,3940,2003,2,3,2008
1660,12384,1976,3,2,2007
1117,12274,2008,3,2,2008
1477,8320,2004,3,2,2008
1223,4882,1937,2,1,2008
962,8925,2007,3,3,2009
756,6240,1925,2,2,2009
678,8064,1950,3,2,2009
2291,1890,1976,3,1,2007
1736,8993,2007,3,2,2007
440,9591,2004,3,3,2009
2478,8304,1997,3,2,2006
369,16158,2005,3,2,2009
2381,16259,2006,4,3,2006
1407,45600,1908,5,2,2008
1540,12392,1950,3,2,2008
2616,10800,1961,3,2,2006
1506,12180,1938,2,0,2008
1710,14277,2003,3,3,2007
582,9156,1968,3,2,2009
1666,9457,1970,3,2,2007
2180,7023,2005,3,2,2007
1367,8235,1955,2,2,2008
2357,10140,1976,4,2,2006
1935,8923,1953,2,1,2007
1413,9360,1962,3,1,2008
1346,6240,1939,4,2,2008
1776,9910,2007,3,2,2007
2131,9543,2001,3,2,2007
1002,5395,1993,2,2,2008
1222,7420,1939,2,1,2008
2798,21533,1996,4,2,2006
2175,6285,1976,3,2,2007
743,6120,1936,1,0,2009
1818,8400,1977,4,2,2007
2697,6780,1935,2,0,2006
421,12456,2006,3,3,2009
2103,10235,2007,3,3,2007
299,3907,1989,1,2,2010
1374,21286,1948,4,1,2008
2348,10400,1988,3,2,2006
2482,7175,1991,2,2,2006
52,18494,2005,3,2,2010
749,11414,1910,3,2,2009
2112,9316,2005,3,2,2007
2340,8147,2005,2,2,2006
176,4608,1945,2,1,2010
2711,10366,1964,2,1,2006
431,12220,2009,3,3,2009
611,12095,1964,3,2,2009
1111,11932,2007,3,3,2008
2890,11080,1975,3,2,2006
2023,13515,1919,3,2,2007
2606,10800,1936,3,2,2006
1879,10624,1964,6,1,2007
1308,9142,1900,4,2,2008
1651,12046,1976,4,2,2007
1000,4923,2001,0,2,2008
1526,15576,1915,4,1,2008
1671,17199,1961,2,1,2007
2233,7000,1940,3,2,2007
2809,8581,2006,3,2,2006
2182,40094,2007,3,3,2007
68,9215,2009,2,2,2010
2188,4270,1931,3,0,2007
2699,12375,1951,3,1,2006
663,5400,1940,2,0,2009
882,8487,2004,3,2,2009
1424,10616,2007,3,2,2008
728,9392,1900,2,0,2009
2252,12864,2002,1,2,2007
1436,13142,1997,3,2,2008
1463,11250,2002,4,2,2008
2817,8777,1910,3,2,2006
1560,5587,2008,2,2,2008
1691,14450,2006,3,3,2007
496,15138,1995,4,3,2009
1428,11228,1993,3,3,2008
2850,7000,1926,3,1,2006
461,16770,2002,3,3,2009
1293,11426,2003,3,2,2008
1227,9600,1955,3,1,2008
2647,5633,1925,2,1,2006
1129,10625,2007,3,3,2008
2744,6420,1952,2,1,2006
1981,7200,1940,2,2,2007
403,1680,1973,2,1,2009
1094,8220,2000,3,2,2008
558,9079,1961,2,1,2009
2442,8738,1999,4,2,2006
2247,4750,2006,2,2,2007
839,10667,1996,3,2,2009
1847,2117,2000,3,2,2007
179,6900,1938,3,1,2010
1037,7560,1971,3,2,2008
2615,7100,1957,2,1,2006
2640,9600,1900,3,2,2006
799,9084,1940,4,1,2009
2446,35760,1995,4,3,2006
1510,8172,1954,4,1,2008
486,12224,2000,3,2,2009
487,9734,2004,3,2,2009
1001,6264,1997,1,2,2008
2047,8160,1940,3,1,2007
1738,8499,2006,3,2,2007
1613,10628,1970,2,2,2007
290,7890,1939,2,2,2010
1427,11778,2008,3,3,2008
528,8125,2008,3,2,2009
33,4043,1977,2,2,2010
2660,10800,1914,2,2,2006
297,17500,1959,3,2,2010
533,8127,2003,3,2,2009
1570,9990,1991,3,2,2008
451,9658,2006,3,3,2009
1578,9735,2006,3,2,2008
2506,3316,2005,1,2,2006
1252,8838,1957,4,1,2008
2226,1782,1980,2,2,2007
2294,15957,1977,3,2,2007
2320,10463,2005,3,3,2006
2740,12048,1952,3,2,2006
1512,7692,1954,3,1,2008
1175,10646,2001,3,2,2008
1781,12291,2007,1,3,2007
1910,9480,1942,3,1,2007
2263,10991,2007,3,3,2007
197,6360,1942,3,1,2010
142,10552,1959,4,2,2010
2351,16692,1978,5,2,2006
908,8400,1920,1,1,2009
1201,9120,1974,4,2,2008
2551,10800,1960,3,1,2006
1744,3621,2003,2,3,2007
2835,7822,1915,3,2,2006
1791,10084,2004,3,2,2007
782,11250,1957,5,1,2009
2280,6710,1996,0,2,2007
1840,5330,2006,2,2,2007
1692,13641,2007,3,3,2007
507,9612,2008,3,3,2009
529,10625,2006,3,3,2009
2503,13346,1992,4,2,2006
1961,7200,1950,3,1,2007
195,6000,1939,2,1,2010
1462,14860,2002,3,3,2008
45,12919,2009,2,3,2010
680,7200,1950,3,1,2009
367,17423,2008,1,3,2009
204,12900,1912,3,0,2010
677,8544,1950,2,2,2009
2686,11672,1925,2,1,2006
2064,8169,1966,3,1,2007
1104,10990,1996,4,2,2008
2814,8846,2005,3,2,2006
1832,12712,1973,2,2,2007
2644,5684,1930,2,1,2006
2650,4400,1920,2,2,2006
388,9373,1975,3,2,2009
332,1900,1970,3,0,2010
1763,11000,2000,4,3,2007
843,10400,1998,3,2,2009
2518,11250,1977,3,2,2006
1406,10452,1953,3,2,2008
1106,10437,1995,2,3,2008
1260,10800,1900,3,0,2008
2900,14331,2002,3,3,2006
2675,7800,1939,3,2,2006
31,1680,1971,3,1,2010
2241,13710,1950,4,1,2007
1035,9750,1969,3,2,2008
1481,8199,2005,3,2,2008
1327,8516,1958,2,1,2008
2235,7288,1925,3,0,2007
1740,7713,2007,3,2,2007
2727,13050,1963,1,2,2006
2045,12888,1937,3,2,2007
1813,8450,2000,3,2,2007
1059,13418,2006,4,3,2008
1226,9600,1950,3,1,2008
2824,8050,2002,2,0,2006
163,7500,1959,3,1,2010
1903,5000,1946,2,0,2007
765,10547,1978,2,1,2009
1588,11447,2005,3,3,2008
247,12361,1993,3,4,2010
319,12003,2009,4,3,2010
1118,9801,2007,3,3,2008
2044,10320,1910,3,1,2007
2391,9942,2005,3,2,2006
74,11920,2004,3,2,2010
394,8750,1970,3,2,2009
2104,9588,2007,3,3,2007
212,9900,1915,3,0,2010
1799,9000,2007,4,2,2007
64,11764,1999,4,3,2010
1399,2887,1996,2,2,2008
1601,1890,1972,1,0,2008
2234,5000,1941,2,2,2007
46,6371,2009,2,2,2010
1115,14587,2008,2,2,2008
1386,12900,1969,0,2,2008
2807,12393,2004,4,2,2006
472,3182,2005,1,2,2009
480,10125,2004,3,2,2009
81,9672,1984,3,2,2010
1190,15387,1967,4,2,2008
652,11419,1948,3,2,2009
94,4835,2004,2,2,2010
2413,10237,2006,3,2,2006
2341,11302,2005,3,3,2006
2213,13108,1951,2,2,2007
1124,9803,2005,3,2,2008
2251,10000,2002,3,3,2007
464,2268,2003,2,2,2009
1443,12192,2000,3,2,2008
645,13070,1951,2,2,2009
2464,10728,2006,3,3,2006
512,9139,2006,3,2,2009
1565,13265,2002,3,3,2008
1621,5330,2000,2,2,2007
103,2572,1999,3,2,2010
322,13214,2008,3,3,2010
412,2280,1975,2,2,2009
696,5720,1941,3,1,2009
257,11105,1996,2,2,2010
1245,10425,1956,3,1,2008
2751,11003,2005,3,3,2006
2029,5680,1901,3,1,2007
1548,5890,1930,2,1,2008
240,9525,1954,3,1,2010
2164,8769,2005,2,2,2007
1269,7200,1950,3,2,2008
1299,5914,1890,3,0,2008
569,3830,2008,2,2,2009
1713,9926,2005,3,3,2007
1984,5925,1937,2,2,2007
1018,12680,1988,2,2,2008
730,6615,1923,3,1,2009
784,17140,1956,3,1,2009
1054,14948,2008,3,3,2008
2862,11600,1922,2,1,2006
2014,6240,1938,3,2,2007
479,7750,2002,3,2,2009
1418,9084,1941,3,1,2008
987,10429,1992,3,2,2009
556,7064,1977,3,2,2009
